course_version,id,statement,response
1,b094a1dff0,I think the content on the website clearly communicated the concepts,Strongly agree
1,b094a1dff0,I think the instructors clearly communicated the concepts,Neutral
1,b094a1dff0,I think there was good alignment between the learning activities,Agree
1,b094a1dff0,"In general, I think this is a good course",Agree
1,b094a1dff0,"I think this course has given me enough of a solid, basic grasp of the concepts that I feel confident about continuing using and learning them in my work",Strongly agree
1,70d9870635,I think I learned a lot from this course,Strongly agree
1,70d9870635,I think there was a good mix of learning activities that encouraged my active participation,Neutral
1,70d9870635,I think the content on the website clearly communicated the concepts,Strongly agree
1,70d9870635,I think the instructors clearly communicated the concepts,Agree
1,70d9870635,I think there was good alignment between the learning activities,Neutral
1,70d9870635,"In general, I think this is a good course",Strongly agree
1,70d9870635,"I think this course has given me enough of a solid, basic grasp of the concepts that I feel confident about continuing using and learning them in my work",Strongly agree
1,0aecded716,I think I learned a lot from this course,Strongly agree
1,0aecded716,I think there was a good mix of learning activities that encouraged my active participation,Strongly agree
1,0aecded716,I think the content on the website clearly communicated the concepts,Strongly agree
1,0aecded716,I think the instructors clearly communicated the concepts,Strongly agree
1,0aecded716,I think there was good alignment between the learning activities,Strongly agree
1,0aecded716,"In general, I think this is a good course",Strongly agree
1,0aecded716,"I think this course has given me enough of a solid, basic grasp of the concepts that I feel confident about continuing using and learning them in my work",Agree
1,f847cb76ee,I think I learned a lot from this course,Strongly agree
1,f847cb76ee,I think there was a good mix of learning activities that encouraged my active participation,Strongly agree
1,f847cb76ee,I think the content on the website clearly communicated the concepts,Strongly agree
1,f847cb76ee,I think the instructors clearly communicated the concepts,Strongly agree
1,f847cb76ee,I think there was good alignment between the learning activities,Strongly agree
1,f847cb76ee,"In general, I think this is a good course",Strongly agree
1,f847cb76ee,"I think this course has given me enough of a solid, basic grasp of the concepts that I feel confident about continuing using and learning them in my work",Strongly agree
1,f253c5c7ef,I think I learned a lot from this course,Strongly disagree
1,f253c5c7ef,I think there was a good mix of learning activities that encouraged my active participation,Strongly disagree
1,f253c5c7ef,I think the content on the website clearly communicated the concepts,Strongly disagree
1,f253c5c7ef,I think the instructors clearly communicated the concepts,Strongly disagree
1,f253c5c7ef,I think there was good alignment between the learning activities,Strongly disagree
1,f253c5c7ef,"In general, I think this is a good course",Strongly disagree
1,f253c5c7ef,"I think this course has given me enough of a solid, basic grasp of the concepts that I feel confident about continuing using and learning them in my work",Strongly disagree
1,8d1949dc5d,I think I learned a lot from this course,Strongly agree
1,8d1949dc5d,I think there was a good mix of learning activities that encouraged my active participation,Strongly agree
1,8d1949dc5d,I think the content on the website clearly communicated the concepts,Strongly agree
1,8d1949dc5d,I think the instructors clearly communicated the concepts,Agree
1,8d1949dc5d,I think there was good alignment between the learning activities,Strongly agree
1,8d1949dc5d,"In general, I think this is a good course",Strongly agree
1,8d1949dc5d,"I think this course has given me enough of a solid, basic grasp of the concepts that I feel confident about continuing using and learning them in my work",Strongly agree
1,99b0037096,I think I learned a lot from this course,Strongly agree
1,99b0037096,I think there was a good mix of learning activities that encouraged my active participation,Strongly agree
1,99b0037096,I think the content on the website clearly communicated the concepts,Strongly agree
1,99b0037096,I think the instructors clearly communicated the concepts,Neutral
1,99b0037096,I think there was good alignment between the learning activities,Agree
1,99b0037096,"In general, I think this is a good course",Agree
1,99b0037096,"I think this course has given me enough of a solid, basic grasp of the concepts that I feel confident about continuing using and learning them in my work",Agree
1,2e95e69117,I think I learned a lot from this course,Strongly agree
1,2e95e69117,I think there was a good mix of learning activities that encouraged my active participation,Strongly agree
1,2e95e69117,I think the content on the website clearly communicated the concepts,Strongly agree
1,2e95e69117,I think the instructors clearly communicated the concepts,Strongly agree
1,2e95e69117,I think there was good alignment between the learning activities,Strongly agree
1,2e95e69117,"In general, I think this is a good course",Strongly agree
1,2e95e69117,"I think this course has given me enough of a solid, basic grasp of the concepts that I feel confident about continuing using and learning them in my work",Strongly agree
1,e82901f6f8,I think I learned a lot from this course,Neutral
1,e82901f6f8,I think there was a good mix of learning activities that encouraged my active participation,Agree
1,e82901f6f8,I think the content on the website clearly communicated the concepts,Strongly agree
1,e82901f6f8,I think the instructors clearly communicated the concepts,Strongly agree
1,e82901f6f8,I think there was good alignment between the learning activities,Agree
1,e82901f6f8,"In general, I think this is a good course",Agree
1,e82901f6f8,"I think this course has given me enough of a solid, basic grasp of the concepts that I feel confident about continuing using and learning them in my work",Neutral
1,f7f6737c9e,I think I learned a lot from this course,Agree
1,f7f6737c9e,I think there was a good mix of learning activities that encouraged my active participation,Agree
1,f7f6737c9e,I think the content on the website clearly communicated the concepts,Strongly agree
1,f7f6737c9e,I think the instructors clearly communicated the concepts,Strongly agree
1,f7f6737c9e,I think there was good alignment between the learning activities,Agree
1,f7f6737c9e,"In general, I think this is a good course",Strongly agree
1,f7f6737c9e,"I think this course has given me enough of a solid, basic grasp of the concepts that I feel confident about continuing using and learning them in my work",Strongly agree
1,804b4f0c88,I think I learned a lot from this course,Strongly agree
1,804b4f0c88,I think there was a good mix of learning activities that encouraged my active participation,Strongly agree
1,804b4f0c88,I think the content on the website clearly communicated the concepts,Strongly agree
1,804b4f0c88,I think the instructors clearly communicated the concepts,Strongly agree
1,804b4f0c88,I think there was good alignment between the learning activities,Strongly agree
1,804b4f0c88,"In general, I think this is a good course",Strongly agree
1,804b4f0c88,"I think this course has given me enough of a solid, basic grasp of the concepts that I feel confident about continuing using and learning them in my work",Strongly agree
1,42646978c9,I think I learned a lot from this course,Agree
1,42646978c9,I think there was a good mix of learning activities that encouraged my active participation,Strongly agree
1,42646978c9,I think the content on the website clearly communicated the concepts,Strongly agree
1,42646978c9,I think the instructors clearly communicated the concepts,Neutral
1,42646978c9,I think there was good alignment between the learning activities,Neutral
1,42646978c9,"In general, I think this is a good course",Agree
1,42646978c9,"I think this course has given me enough of a solid, basic grasp of the concepts that I feel confident about continuing using and learning them in my work",Agree
1,47d206d698,I think I learned a lot from this course,Strongly agree
1,47d206d698,I think there was a good mix of learning activities that encouraged my active participation,Strongly agree
1,47d206d698,I think the content on the website clearly communicated the concepts,Strongly agree
1,47d206d698,I think the instructors clearly communicated the concepts,Strongly agree
1,47d206d698,I think there was good alignment between the learning activities,Strongly agree
1,47d206d698,"In general, I think this is a good course",Strongly agree
1,47d206d698,"I think this course has given me enough of a solid, basic grasp of the concepts that I feel confident about continuing using and learning them in my work",Strongly agree
2,bb166c6afa,I think I learned a lot from this course,Agree
2,bb166c6afa,I think there was a good mix of learning activities that encouraged my active participation,Strongly agree
2,bb166c6afa,I think the content on the website clearly communicated the concepts,Strongly agree
2,bb166c6afa,I think the instructors clearly communicated the concepts,Strongly agree
2,bb166c6afa,I think there was good alignment between the learning activities,Strongly agree
2,bb166c6afa,"In general, I think this is a good course",Strongly agree
2,bb166c6afa,"I think this course has given me enough of a solid, basic grasp of the concepts that I feel confident about continuing using and learning them in my work",Agree
2,600f1ef028,I think I learned a lot from this course,Strongly agree
2,600f1ef028,I think there was a good mix of learning activities that encouraged my active participation,Strongly agree
2,600f1ef028,I think the content on the website clearly communicated the concepts,Strongly agree
2,600f1ef028,I think the instructors clearly communicated the concepts,Agree
2,600f1ef028,I think there was good alignment between the learning activities,Strongly agree
2,600f1ef028,"In general, I think this is a good course",Strongly agree
2,600f1ef028,"I think this course has given me enough of a solid, basic grasp of the concepts that I feel confident about continuing using and learning them in my work",Strongly agree
2,30c03c183d,I think I learned a lot from this course,Strongly agree
2,30c03c183d,I think there was a good mix of learning activities that encouraged my active participation,Strongly agree
2,30c03c183d,I think the content on the website clearly communicated the concepts,Strongly agree
2,30c03c183d,I think the instructors clearly communicated the concepts,Strongly agree
2,30c03c183d,I think there was good alignment between the learning activities,Strongly agree
2,30c03c183d,"In general, I think this is a good course",Strongly agree
2,30c03c183d,"I think this course has given me enough of a solid, basic grasp of the concepts that I feel confident about continuing using and learning them in my work",Strongly agree
2,3bc351f575,I think I learned a lot from this course,Strongly agree
2,3bc351f575,I think there was a good mix of learning activities that encouraged my active participation,Strongly agree
2,3bc351f575,I think the content on the website clearly communicated the concepts,Strongly agree
2,3bc351f575,I think the instructors clearly communicated the concepts,Strongly agree
2,3bc351f575,I think there was good alignment between the learning activities,Strongly agree
2,3bc351f575,"In general, I think this is a good course",Strongly agree
2,3bc351f575,"I think this course has given me enough of a solid, basic grasp of the concepts that I feel confident about continuing using and learning them in my work",Strongly agree
2,baba3c86a4,I think I learned a lot from this course,Agree
2,baba3c86a4,I think there was a good mix of learning activities that encouraged my active participation,Agree
2,baba3c86a4,I think the content on the website clearly communicated the concepts,Strongly agree
2,baba3c86a4,I think the instructors clearly communicated the concepts,Strongly agree
2,baba3c86a4,I think there was good alignment between the learning activities,Agree
2,baba3c86a4,"In general, I think this is a good course",Strongly agree
2,baba3c86a4,"I think this course has given me enough of a solid, basic grasp of the concepts that I feel confident about continuing using and learning them in my work",Strongly agree
2,9f5d1bacb9,I think I learned a lot from this course,Strongly agree
2,9f5d1bacb9,I think there was a good mix of learning activities that encouraged my active participation,Strongly agree
2,9f5d1bacb9,I think the content on the website clearly communicated the concepts,Strongly agree
2,9f5d1bacb9,I think the instructors clearly communicated the concepts,Strongly agree
2,9f5d1bacb9,I think there was good alignment between the learning activities,Strongly agree
2,9f5d1bacb9,"In general, I think this is a good course",Strongly agree
2,9f5d1bacb9,"I think this course has given me enough of a solid, basic grasp of the concepts that I feel confident about continuing using and learning them in my work",Strongly agree
2,15214c14c7,I think I learned a lot from this course,Disagree
2,15214c14c7,I think there was a good mix of learning activities that encouraged my active participation,Disagree
2,15214c14c7,I think the content on the website clearly communicated the concepts,Disagree
2,15214c14c7,I think the instructors clearly communicated the concepts,Disagree
2,15214c14c7,I think there was good alignment between the learning activities,Disagree
2,15214c14c7,"In general, I think this is a good course",Strongly disagree
2,15214c14c7,"I think this course has given me enough of a solid, basic grasp of the concepts that I feel confident about continuing using and learning them in my work",Disagree
2,6169658f3b,I think I learned a lot from this course,Agree
2,6169658f3b,I think there was a good mix of learning activities that encouraged my active participation,Agree
2,6169658f3b,I think the content on the website clearly communicated the concepts,Agree
2,6169658f3b,I think the instructors clearly communicated the concepts,Agree
2,6169658f3b,I think there was good alignment between the learning activities,Agree
2,6169658f3b,"In general, I think this is a good course",Strongly agree
2,6169658f3b,"I think this course has given me enough of a solid, basic grasp of the concepts that I feel confident about continuing using and learning them in my work",Strongly agree
2,245d7b84a4,I think I learned a lot from this course,Agree
2,245d7b84a4,I think there was a good mix of learning activities that encouraged my active participation,Strongly agree
2,245d7b84a4,I think the content on the website clearly communicated the concepts,Agree
2,245d7b84a4,I think the instructors clearly communicated the concepts,Agree
2,245d7b84a4,I think there was good alignment between the learning activities,Agree
2,245d7b84a4,"In general, I think this is a good course",Agree
2,245d7b84a4,"I think this course has given me enough of a solid, basic grasp of the concepts that I feel confident about continuing using and learning them in my work",Agree
2,cf0a44b2b2,I think I learned a lot from this course,Strongly agree
2,cf0a44b2b2,I think there was a good mix of learning activities that encouraged my active participation,Strongly agree
2,cf0a44b2b2,I think the content on the website clearly communicated the concepts,Strongly agree
2,cf0a44b2b2,I think the instructors clearly communicated the concepts,Strongly agree
2,cf0a44b2b2,I think there was good alignment between the learning activities,Strongly agree
2,cf0a44b2b2,"In general, I think this is a good course",Strongly agree
2,cf0a44b2b2,"I think this course has given me enough of a solid, basic grasp of the concepts that I feel confident about continuing using and learning them in my work",Strongly agree
2,e5bb1ba53e,I think I learned a lot from this course,Strongly agree
2,e5bb1ba53e,I think there was a good mix of learning activities that encouraged my active participation,Strongly agree
2,e5bb1ba53e,I think the content on the website clearly communicated the concepts,Strongly agree
2,e5bb1ba53e,I think the instructors clearly communicated the concepts,Strongly agree
2,e5bb1ba53e,I think there was good alignment between the learning activities,Strongly agree
2,e5bb1ba53e,"In general, I think this is a good course",Strongly agree
2,e5bb1ba53e,"I think this course has given me enough of a solid, basic grasp of the concepts that I feel confident about continuing using and learning them in my work",Strongly agree
2,6acce800dc,I think I learned a lot from this course,Strongly agree
2,6acce800dc,I think there was a good mix of learning activities that encouraged my active participation,Strongly agree
2,6acce800dc,I think the content on the website clearly communicated the concepts,Strongly agree
2,6acce800dc,I think the instructors clearly communicated the concepts,Strongly agree
2,6acce800dc,I think there was good alignment between the learning activities,Strongly agree
2,6acce800dc,"In general, I think this is a good course",Strongly agree
2,6acce800dc,"I think this course has given me enough of a solid, basic grasp of the concepts that I feel confident about continuing using and learning them in my work",Strongly agree
2,1a35560227,I think I learned a lot from this course,Strongly agree
2,1a35560227,I think there was a good mix of learning activities that encouraged my active participation,Strongly agree
2,1a35560227,I think the content on the website clearly communicated the concepts,Strongly agree
2,1a35560227,I think the instructors clearly communicated the concepts,Strongly agree
2,1a35560227,I think there was good alignment between the learning activities,Strongly agree
2,1a35560227,"In general, I think this is a good course",Strongly agree
2,1a35560227,"I think this course has given me enough of a solid, basic grasp of the concepts that I feel confident about continuing using and learning them in my work",Agree
2,152d664cb0,I think I learned a lot from this course,Strongly agree
2,152d664cb0,I think there was a good mix of learning activities that encouraged my active participation,Agree
2,152d664cb0,I think the content on the website clearly communicated the concepts,Strongly agree
2,152d664cb0,I think the instructors clearly communicated the concepts,Strongly agree
2,152d664cb0,I think there was good alignment between the learning activities,Agree
2,152d664cb0,"In general, I think this is a good course",Strongly agree
2,152d664cb0,"I think this course has given me enough of a solid, basic grasp of the concepts that I feel confident about continuing using and learning them in my work",Agree
2,7e433dfdab,I think I learned a lot from this course,Strongly agree
2,7e433dfdab,I think there was a good mix of learning activities that encouraged my active participation,Strongly agree
2,7e433dfdab,I think the content on the website clearly communicated the concepts,Strongly agree
2,7e433dfdab,I think the instructors clearly communicated the concepts,Strongly agree
2,7e433dfdab,I think there was good alignment between the learning activities,Strongly agree
2,7e433dfdab,"In general, I think this is a good course",Strongly agree
2,7e433dfdab,"I think this course has given me enough of a solid, basic grasp of the concepts that I feel confident about continuing using and learning them in my work",Agree
2,67f389c644,I think I learned a lot from this course,Agree
2,67f389c644,I think there was a good mix of learning activities that encouraged my active participation,Agree
2,67f389c644,I think the content on the website clearly communicated the concepts,Agree
2,67f389c644,I think the instructors clearly communicated the concepts,Agree
2,67f389c644,I think there was good alignment between the learning activities,Agree
2,67f389c644,"In general, I think this is a good course",Strongly agree
2,67f389c644,"I think this course has given me enough of a solid, basic grasp of the concepts that I feel confident about continuing using and learning them in my work",Strongly agree
2,7d10259a0d,I think I learned a lot from this course,Strongly agree
2,7d10259a0d,I think there was a good mix of learning activities that encouraged my active participation,Agree
2,7d10259a0d,I think the content on the website clearly communicated the concepts,Strongly agree
2,7d10259a0d,I think the instructors clearly communicated the concepts,Agree
2,7d10259a0d,I think there was good alignment between the learning activities,Strongly agree
2,7d10259a0d,"In general, I think this is a good course",Strongly agree
2,7d10259a0d,"I think this course has given me enough of a solid, basic grasp of the concepts that I feel confident about continuing using and learning them in my work",Agree
2,cece8fe9e7,I think I learned a lot from this course,Strongly agree
2,cece8fe9e7,I think there was a good mix of learning activities that encouraged my active participation,Strongly agree
2,cece8fe9e7,I think the content on the website clearly communicated the concepts,Strongly agree
2,cece8fe9e7,I think the instructors clearly communicated the concepts,Strongly agree
2,cece8fe9e7,I think there was good alignment between the learning activities,Strongly agree
2,cece8fe9e7,"In general, I think this is a good course",Strongly agree
2,cece8fe9e7,"I think this course has given me enough of a solid, basic grasp of the concepts that I feel confident about continuing using and learning them in my work",Strongly agree
2,b3a763af35,I think I learned a lot from this course,Strongly agree
2,b3a763af35,I think there was a good mix of learning activities that encouraged my active participation,Agree
2,b3a763af35,I think the content on the website clearly communicated the concepts,Strongly agree
2,b3a763af35,I think the instructors clearly communicated the concepts,Strongly agree
2,b3a763af35,I think there was good alignment between the learning activities,Strongly agree
2,b3a763af35,"In general, I think this is a good course",Strongly agree
2,b3a763af35,"I think this course has given me enough of a solid, basic grasp of the concepts that I feel confident about continuing using and learning them in my work",Agree
2,75ab6c906e,I think I learned a lot from this course,Strongly agree
2,75ab6c906e,I think there was a good mix of learning activities that encouraged my active participation,Strongly agree
2,75ab6c906e,I think the content on the website clearly communicated the concepts,Strongly agree
2,75ab6c906e,I think the instructors clearly communicated the concepts,Strongly agree
2,75ab6c906e,I think there was good alignment between the learning activities,Strongly agree
2,75ab6c906e,"In general, I think this is a good course",Strongly agree
2,75ab6c906e,"I think this course has given me enough of a solid, basic grasp of the concepts that I feel confident about continuing using and learning them in my work",Strongly agree
2,47898b7ce5,I think I learned a lot from this course,Strongly agree
2,47898b7ce5,I think there was a good mix of learning activities that encouraged my active participation,Strongly agree
2,47898b7ce5,I think the content on the website clearly communicated the concepts,Strongly agree
2,47898b7ce5,I think the instructors clearly communicated the concepts,Strongly agree
2,47898b7ce5,I think there was good alignment between the learning activities,Strongly agree
2,47898b7ce5,"In general, I think this is a good course",Strongly agree
2,47898b7ce5,"I think this course has given me enough of a solid, basic grasp of the concepts that I feel confident about continuing using and learning them in my work",Strongly agree
2,8a63980eae,I think I learned a lot from this course,Strongly agree
2,8a63980eae,I think there was a good mix of learning activities that encouraged my active participation,Strongly agree
2,8a63980eae,I think the content on the website clearly communicated the concepts,Strongly agree
2,8a63980eae,I think the instructors clearly communicated the concepts,Strongly agree
2,8a63980eae,I think there was good alignment between the learning activities,Strongly agree
2,8a63980eae,"In general, I think this is a good course",Strongly agree
2,8a63980eae,"I think this course has given me enough of a solid, basic grasp of the concepts that I feel confident about continuing using and learning them in my work",Strongly agree
2,b8fffba50c,I think I learned a lot from this course,Agree
2,b8fffba50c,I think there was a good mix of learning activities that encouraged my active participation,Strongly agree
2,b8fffba50c,I think the content on the website clearly communicated the concepts,Agree
2,b8fffba50c,I think the instructors clearly communicated the concepts,Agree
2,b8fffba50c,I think there was good alignment between the learning activities,Agree
2,b8fffba50c,"In general, I think this is a good course",Agree
2,b8fffba50c,"I think this course has given me enough of a solid, basic grasp of the concepts that I feel confident about continuing using and learning them in my work",Agree
2,44889e0e77,I think I learned a lot from this course,Strongly agree
2,44889e0e77,I think there was a good mix of learning activities that encouraged my active participation,Strongly agree
2,44889e0e77,I think the content on the website clearly communicated the concepts,Strongly agree
2,44889e0e77,I think the instructors clearly communicated the concepts,Agree
2,44889e0e77,I think there was good alignment between the learning activities,Agree
2,44889e0e77,"In general, I think this is a good course",Strongly agree
2,44889e0e77,"I think this course has given me enough of a solid, basic grasp of the concepts that I feel confident about continuing using and learning them in my work",Strongly agree
2,a2dfff13b8,I think I learned a lot from this course,Strongly agree
2,a2dfff13b8,I think there was a good mix of learning activities that encouraged my active participation,Agree
2,a2dfff13b8,I think the content on the website clearly communicated the concepts,Agree
2,a2dfff13b8,I think the instructors clearly communicated the concepts,Strongly agree
2,a2dfff13b8,I think there was good alignment between the learning activities,Strongly agree
2,a2dfff13b8,"In general, I think this is a good course",Strongly agree
2,a2dfff13b8,"I think this course has given me enough of a solid, basic grasp of the concepts that I feel confident about continuing using and learning them in my work",Strongly agree
2,cd277c5a35,I think I learned a lot from this course,Agree
2,cd277c5a35,I think there was a good mix of learning activities that encouraged my active participation,Strongly agree
2,cd277c5a35,I think the content on the website clearly communicated the concepts,Strongly agree
2,cd277c5a35,I think the instructors clearly communicated the concepts,Strongly agree
2,cd277c5a35,I think there was good alignment between the learning activities,Strongly agree
2,cd277c5a35,"In general, I think this is a good course",Strongly agree
2,cd277c5a35,"I think this course has given me enough of a solid, basic grasp of the concepts that I feel confident about continuing using and learning them in my work",Strongly agree
2,e19cde1f51,I think I learned a lot from this course,Agree
2,e19cde1f51,I think there was a good mix of learning activities that encouraged my active participation,Strongly agree
2,e19cde1f51,I think the content on the website clearly communicated the concepts,Strongly agree
2,e19cde1f51,I think the instructors clearly communicated the concepts,Strongly agree
2,e19cde1f51,I think there was good alignment between the learning activities,Strongly agree
2,e19cde1f51,"In general, I think this is a good course",Strongly agree
2,e19cde1f51,"I think this course has given me enough of a solid, basic grasp of the concepts that I feel confident about continuing using and learning them in my work",Strongly agree
2,55f70bd7ec,I think I learned a lot from this course,Agree
2,55f70bd7ec,I think there was a good mix of learning activities that encouraged my active participation,Agree
2,55f70bd7ec,I think the content on the website clearly communicated the concepts,Agree
2,55f70bd7ec,I think the instructors clearly communicated the concepts,Agree
2,55f70bd7ec,I think there was good alignment between the learning activities,Agree
2,55f70bd7ec,"In general, I think this is a good course",Agree
2,55f70bd7ec,"I think this course has given me enough of a solid, basic grasp of the concepts that I feel confident about continuing using and learning them in my work",Agree
2,ccd5c221b0,I think I learned a lot from this course,Strongly disagree
2,ccd5c221b0,I think there was a good mix of learning activities that encouraged my active participation,Strongly disagree
2,ccd5c221b0,I think the content on the website clearly communicated the concepts,Strongly disagree
2,ccd5c221b0,I think the instructors clearly communicated the concepts,Strongly disagree
2,ccd5c221b0,I think there was good alignment between the learning activities,Strongly disagree
2,ccd5c221b0,"In general, I think this is a good course",Strongly disagree
2,ccd5c221b0,"I think this course has given me enough of a solid, basic grasp of the concepts that I feel confident about continuing using and learning them in my work",Strongly disagree
2,8e0ed55abd,I think I learned a lot from this course,Strongly agree
2,8e0ed55abd,I think there was a good mix of learning activities that encouraged my active participation,Strongly agree
2,8e0ed55abd,I think the content on the website clearly communicated the concepts,Agree
2,8e0ed55abd,I think the instructors clearly communicated the concepts,Agree
2,8e0ed55abd,I think there was good alignment between the learning activities,Strongly agree
2,8e0ed55abd,"In general, I think this is a good course",Strongly agree
2,8e0ed55abd,"I think this course has given me enough of a solid, basic grasp of the concepts that I feel confident about continuing using and learning them in my work",Strongly agree
2,503cd9992f,I think I learned a lot from this course,Agree
2,503cd9992f,I think there was a good mix of learning activities that encouraged my active participation,Agree
2,503cd9992f,I think the content on the website clearly communicated the concepts,Strongly agree
2,503cd9992f,I think the instructors clearly communicated the concepts,Agree
2,503cd9992f,I think there was good alignment between the learning activities,Agree
2,503cd9992f,"In general, I think this is a good course",Agree
2,503cd9992f,"I think this course has given me enough of a solid, basic grasp of the concepts that I feel confident about continuing using and learning them in my work",Neutral
2,409fca2fa3,I think I learned a lot from this course,Agree
2,409fca2fa3,I think there was a good mix of learning activities that encouraged my active participation,Agree
2,409fca2fa3,I think the content on the website clearly communicated the concepts,Strongly agree
2,409fca2fa3,I think the instructors clearly communicated the concepts,Strongly agree
2,409fca2fa3,I think there was good alignment between the learning activities,Strongly agree
2,409fca2fa3,"In general, I think this is a good course",Strongly agree
2,409fca2fa3,"I think this course has given me enough of a solid, basic grasp of the concepts that I feel confident about continuing using and learning them in my work",Strongly agree
2,ae9da0a221,I think I learned a lot from this course,Strongly agree
2,ae9da0a221,I think there was a good mix of learning activities that encouraged my active participation,Agree
2,ae9da0a221,I think the content on the website clearly communicated the concepts,Strongly agree
2,ae9da0a221,I think the instructors clearly communicated the concepts,Strongly agree
2,ae9da0a221,I think there was good alignment between the learning activities,Strongly agree
2,ae9da0a221,"In general, I think this is a good course",Strongly agree
2,ae9da0a221,"I think this course has given me enough of a solid, basic grasp of the concepts that I feel confident about continuing using and learning them in my work",Agree
2,3b7a4b004a,I think I learned a lot from this course,Strongly agree
2,3b7a4b004a,I think there was a good mix of learning activities that encouraged my active participation,Strongly agree
2,3b7a4b004a,I think the content on the website clearly communicated the concepts,Strongly agree
2,3b7a4b004a,I think the instructors clearly communicated the concepts,Strongly agree
2,3b7a4b004a,I think there was good alignment between the learning activities,Strongly agree
2,3b7a4b004a,"In general, I think this is a good course",Strongly agree
2,3b7a4b004a,"I think this course has given me enough of a solid, basic grasp of the concepts that I feel confident about continuing using and learning them in my work",Strongly agree
2,93204f0e73,I think I learned a lot from this course,Strongly agree
2,93204f0e73,I think there was a good mix of learning activities that encouraged my active participation,Strongly agree
2,93204f0e73,I think the content on the website clearly communicated the concepts,Strongly agree
2,93204f0e73,I think the instructors clearly communicated the concepts,Strongly agree
2,93204f0e73,I think there was good alignment between the learning activities,Strongly agree
2,93204f0e73,"In general, I think this is a good course",Strongly agree
2,93204f0e73,"I think this course has given me enough of a solid, basic grasp of the concepts that I feel confident about continuing using and learning them in my work",Strongly agree
2,2b8d7ee0cd,I think I learned a lot from this course,Strongly agree
2,2b8d7ee0cd,I think there was a good mix of learning activities that encouraged my active participation,Strongly agree
2,2b8d7ee0cd,I think the content on the website clearly communicated the concepts,Strongly agree
2,2b8d7ee0cd,I think the instructors clearly communicated the concepts,Strongly agree
2,2b8d7ee0cd,I think there was good alignment between the learning activities,Strongly agree
2,2b8d7ee0cd,"In general, I think this is a good course",Strongly agree
2,2b8d7ee0cd,"I think this course has given me enough of a solid, basic grasp of the concepts that I feel confident about continuing using and learning them in my work",Strongly agree
2,6826265982,I think I learned a lot from this course,Strongly disagree
2,6826265982,I think there was a good mix of learning activities that encouraged my active participation,Strongly disagree
2,6826265982,I think the content on the website clearly communicated the concepts,Strongly disagree
2,6826265982,I think the instructors clearly communicated the concepts,Strongly disagree
2,6826265982,I think there was good alignment between the learning activities,Strongly disagree
2,6826265982,"In general, I think this is a good course",Strongly disagree
2,6826265982,"I think this course has given me enough of a solid, basic grasp of the concepts that I feel confident about continuing using and learning them in my work",Disagree
