course_version,questions,responses
4,What do you expect to learn from this course and what would you like to be able to do afterward with what you've learned?,More structured use of R and versions.
4,What do you expect to learn from this course and what would you like to be able to do afterward with what you've learned?,Quickly/efficiently import and wrangle data in R. Basic visualisation of data.
4,What do you expect to learn from this course and what would you like to be able to do afterward with what you've learned?,Streamlining my workflows for better a better process personally as well as better reproducibility.
4,What do you expect to learn from this course and what would you like to be able to do afterward with what you've learned?,"To be more proficient in data analysis, and generate pipelines that can be used for proteomics data analysis, which could be used for handling clinical samples."
4,What do you expect to learn from this course and what would you like to be able to do afterward with what you've learned?,coding and making graphs
4,What do you expect to learn from this course and what would you like to be able to do afterward with what you've learned?,hands on coding. Be able to design/analysis/reproduce R project.
4,What do you expect to learn from this course and what would you like to be able to do afterward with what you've learned?,improve my skills in working with data in R
4,What do you expect to learn from this course and what would you like to be able to do afterward with what you've learned?,understand the software potentials and terminologies used and use it on my own data
4,Please describe the problems you've had.,Codes are not working in the console
4,Please describe the problems you've had.,"I already described it. But getting error message  at this command:unzip(here(data-raw/mmash-data.zip),       exdir = here(data-raw),      junkpaths = TRUE)Error message: I unzip(here(data-raw/mmash-data.zip), exdir = here(data-raw),  :  error 1 in extracting from zip file"
4,Please describe the problems you've had.,"I attempted to use git (taking into account the lessens of the beginners course). During the committing step, Git wanted to save all my desktop files (also personal ones) and did not confine to the R project. Not sure why, as I followed the guide very closely. Manually deselecting each private file crashed R during multiple tries."
4,Please describe the problems you've had.,"I encountered several problems. Initially I experienced problems with incompatible versions/updates of R, Rstudio and Rtools. I fixed that problem by using an older version of Rtools. Another problem I faced was related to a package I did not have installed. In that case Google helped me :)"
4,Please describe the problems you've had.,In the beginning some of the codes did not work - it was related to updating to the newest version of Rtools. Problem solved.
4,Please describe the problems you've had.,The last section on downloading the data was giving some errors. I am trying to figure it out before the course
4,Please describe the problems you've had.,see me previous answer
4,Please describe the problems you've had.,unfortunately I could not solve the problem with r3::check_setup(). I always get this error as stated in the survey.
4,"In your opinion, what could be improved?",-
4,"In your opinion, what could be improved?",1. training on statistic with R. 2.more R intermediate workshop/course/bootcamp in the future.
4,"In your opinion, what could be improved?",All was good
4,"In your opinion, what could be improved?","Can't think of anything, you did very well :)"
4,"In your opinion, what could be improved?",Currently there's nothing I would change.
4,"In your opinion, what could be improved?",Do not have any at this moment
4,"In your opinion, what could be improved?",Everything was clear!
4,"In your opinion, what could be improved?",Everything worked fine
4,"In your opinion, what could be improved?",I might be a bit confusing for those who have handled more raw data before
4,"In your opinion, what could be improved?",I think it was a pretty good pre-task :-)
4,"In your opinion, what could be improved?",I think it was sometimes unclear what sections of the introduction course you wanted us to go back and read (and how much of them).
4,"In your opinion, what could be improved?",In my opinion there could be some more short demo videos or description to the context that opens to a new window.
4,"In your opinion, what could be improved?",It is a bit unclear whether we also should make a repo ready on Git before the course
4,"In your opinion, what could be improved?","It is a minor thing, but some links do not open in a new tab. It could help to keep track of where we are left."
4,"In your opinion, what could be improved?",It is good
4,"In your opinion, what could be improved?",It would be nice with tips if the commando in R give you a error message
4,"In your opinion, what could be improved?",Maybe there was a bit too much to read
4,"In your opinion, what could be improved?",NA
4,"In your opinion, what could be improved?",Nothing really
4,"In your opinion, what could be improved?",Nothing to my knowledge.
4,"In your opinion, what could be improved?",Nothing. Keep up the good work .
4,"In your opinion, what could be improved?",Perhaps a few videos to give visual examples
4,"In your opinion, what could be improved?",Please add instructions regarding possible/expected error messages while running the given codes.
4,"In your opinion, what could be improved?",Sometimes is easier to understand some steps with video instructions
4,"In your opinion, what could be improved?",The section about junkpaths was a bit unclear
4,"In your opinion, what could be improved?",Too long to read!
4,"In your opinion, what could be improved?","Well, it is difficult to say. I generally find the wording and way of doing things in R incomprehensible and overly inconvenient. For example running all these steps just to download the dataset. I guess it is because we should learn how to do these steps manually by writing the code instead of using the dropdown menu."
4,"In your opinion, what could be improved?","Where possible and relevant, if you have good you tube video links, adding those would be  helpful ."
4,"In your opinion, what could be improved?",no clever suggestions
4,"In your opinion, what could be improved?","nothing, besides a little more assistance in case the first part creates trouble (see my answer above)"
4,"In your opinion, what could be improved?",video clarifying more will be better as in the beginners guide
4,"In your opinion, what worked well?",Clear and concise writing
4,"In your opinion, what worked well?",Everything went rather smoothly. Good and clear instructions.
4,"In your opinion, what worked well?","Everything worked for me at the first attempt, no complains."
4,"In your opinion, what worked well?",Everything!
4,"In your opinion, what worked well?",Good description of what each individual step of code means.
4,"In your opinion, what worked well?",Good description. Everything worked.. Good work!
4,"In your opinion, what worked well?",Great to be prepared for the course
4,"In your opinion, what worked well?","I had trouble with getting started (see command here below) - the pop-up window did not come up, and I was super frustrated and ended up using over an hour on google to figure out how to fix it. This did not help. If I had not gotten help from Isabell, I would not have managed to figure out what was wrong. So a better description of what to do, if this does not work would help (you link to a webpage if this happens, but this was not helpful., for me at least). The rest of the introduction hereafter was super, super good and easy to follow! :)# A pop-up to type in your name (first and last), # as well as your emailr3::setup_git_config()"
4,"In your opinion, what worked well?","I really like that we get to prepare in advance, it saves time on the course and makes sure everyone is in line once the couse begins."
4,"In your opinion, what worked well?",In my opinion the concept of pre-course tasks worked well from the needed prior setup to the course.
4,"In your opinion, what worked well?",It was a nice exercise to refresh the information from the previous course and prepare for the next course.
4,"In your opinion, what worked well?",It was good to try out downloading the data beforehand
4,"In your opinion, what worked well?",It worked well to set up my R project and to prepare me for the course
4,"In your opinion, what worked well?",Refreshing the introduction course by links to this was very good.
4,"In your opinion, what worked well?",The given codes give an error
4,"In your opinion, what worked well?",The guide seemed clear.
4,"In your opinion, what worked well?","The instructions given in the pre-course task and the links to the important reading were very helpful. Moreover, your effort to combine all the important basics in one place to provide an online guide is valuable help!"
4,"In your opinion, what worked well?",The instructions is very clear
4,"In your opinion, what worked well?",The paragraphs and sections give a nive overview and it is easy to follow the instructions. It is also very helpful that you along the way are able to check if you have managed to do each step correctly.
4,"In your opinion, what worked well?",The step-by-step progression.
4,"In your opinion, what worked well?","The steps and the description of what the steps included. I feel very well informed, and had alternatives if there were a challenge."
4,"In your opinion, what worked well?",The tasks are very well described. Easy to follow and super structured.
4,"In your opinion, what worked well?",Very nice pregression and links to stuff needed to read if not familiar with some of the topics. In some of these links it was good to try it in R myself (hands-on). Easy to understand.
4,"In your opinion, what worked well?",Video's + reference to previous syllabus
4,"In your opinion, what worked well?",Yes worked smothly
4,"In your opinion, what worked well?",all
4,"In your opinion, what worked well?",downloading data
4,"In your opinion, what worked well?","good explanations, understandable, it was easy to find older material via links"
4,"In your opinion, what worked well?",provided codes worked fine without problems.
4,"In your opinion, what worked well?",the code that was provided ensured that the we all had the same code to run
4,"In your opinion, what worked well?","very thorough guide to set up, so that all are ready for course. Good idea with early deadline too!"
5,What do you expect to learn from this course and what would you like to be able to do afterward with what you've learned?,A systematic way to do projects in R and save it.
5,What do you expect to learn from this course and what would you like to be able to do afterward with what you've learned?,"At the end of this course, I hope I will be able to confidently create and make use of functions. Basically, just get a better workflow and grasp of R and how it can be used optimally for data cleaning and management"
5,What do you expect to learn from this course and what would you like to be able to do afterward with what you've learned?,Be better at functions and work in Markdown with Git
5,What do you expect to learn from this course and what would you like to be able to do afterward with what you've learned?,"Become more proefficient in writing code in R, especially using loops and functions"
5,What do you expect to learn from this course and what would you like to be able to do afterward with what you've learned?,"Better understand of R, Rstudio and Git and learning to use it more systematically in data analysis and management"
5,What do you expect to learn from this course and what would you like to be able to do afterward with what you've learned?,Functions baby! I just hope to expand my R knowledge and learn new ways to optimize my coding while keeping it reproducible.
5,What do you expect to learn from this course and what would you like to be able to do afterward with what you've learned?,Hopefully I will be more confident in using different tools to ensure proper reproducibility in my research
5,What do you expect to learn from this course and what would you like to be able to do afterward with what you've learned?,How to do data science in a way that is more orderly and robust and a little less cowboy style
5,What do you expect to learn from this course and what would you like to be able to do afterward with what you've learned?,"I am expected to learn a better way to write reproducible codes, make and use efficient functions"
5,What do you expect to learn from this course and what would you like to be able to do afterward with what you've learned?,I expect to get greater knowledge on R language and reproducible data to use for my own reproducible analyses. I got a good insight and understanding of R and Git/GitHub connection at the intro course and therefore anticipate to get even more knowledge and understanding from the intermediate course. I am to start my own analyses soon and hopefully I can apply this knowledge when working with my data.
5,What do you expect to learn from this course and what would you like to be able to do afterward with what you've learned?,"I expect to learn how I can work with datasets; download, cleaning up and processing. And how this is done in a reproducible and open way."
5,What do you expect to learn from this course and what would you like to be able to do afterward with what you've learned?,"I expect to learn the tools of how to start analysing my data in R (which I will do over the summer). As I will be collaborating with others, it will be great to expand my knowledge in reproducibility, data tidying and sharing via Git."
5,What do you expect to learn from this course and what would you like to be able to do afterward with what you've learned?,I hope to gain basic skills in reproducible data management and data analysis for my research year project.
5,What do you expect to learn from this course and what would you like to be able to do afterward with what you've learned?,"I hope to learn to write more clear scripts, that are easier to get back to and understand"
5,What do you expect to learn from this course and what would you like to be able to do afterward with what you've learned?,"I learnt a lot from the introduction course, and I hope to be able to add on to the skills learned there. I am currently working with data analysis, and I hope to learn how to optimize my work."
5,What do you expect to learn from this course and what would you like to be able to do afterward with what you've learned?,"I would just like to continue on my R and reproducibility journey as I thought the first course was absolutely excellent, and I've been able to use a lot of the tools I learned from that course in my research. I don't think I have a specific goal in mind for what I'd like to learn."
5,What do you expect to learn from this course and what would you like to be able to do afterward with what you've learned?,I would like be more comfortable writing code in R and rely less on copy pasting old code that I know works.
5,What do you expect to learn from this course and what would you like to be able to do afterward with what you've learned?,"I would like to learn and pratice cleaning up my data. Using tidyverse. I often struggle with analyzing my results, what does my results show, and what can i conclude."
5,What do you expect to learn from this course and what would you like to be able to do afterward with what you've learned?,"Learn how to use functionals and not repeat my self a 1000 times in one script, learn better R-workflow and more efficient coding and learn why GitHub is so nice"
5,What do you expect to learn from this course and what would you like to be able to do afterward with what you've learned?,Store and share data within our research group in a proper manner. More systematic approach in my own research projects with working with data
5,What do you expect to learn from this course and what would you like to be able to do afterward with what you've learned?,"The basics of data analysis and how to be organized while doing it, so I can better take advantage of what R offers and garantee data reproducibility"
5,What do you expect to learn from this course and what would you like to be able to do afterward with what you've learned?,Tidying and storing datasets and documenting this in the most sensible way so that my process is reproducible. Also documenting my analysis-process.
5,What do you expect to learn from this course and what would you like to be able to do afterward with what you've learned?,"To be able to use more functions in R, besides basic R. To more effectively run codes. To be more structured. To save time on data management and analysis."
5,What do you expect to learn from this course and what would you like to be able to do afterward with what you've learned?,To be better at processing and cleaning data in R studio. To improve my R coding in general.
5,What do you expect to learn from this course and what would you like to be able to do afterward with what you've learned?,"To improve my skills in reproducible research in R, which I started learning in the beginner level course. I would like to conduct my analyses in a reproducible way."
5,What do you expect to learn from this course and what would you like to be able to do afterward with what you've learned?,"Tools to download, analyse and safe data."
5,What do you expect to learn from this course and what would you like to be able to do afterward with what you've learned?,Version control and unwrangling/tidying datasets in the easiest and most precise way
5,What do you expect to learn from this course and what would you like to be able to do afterward with what you've learned?,"data cleaning, managing and setting up data, tidyverse, dplyr"
5,What do you expect to learn from this course and what would you like to be able to do afterward with what you've learned?,make my coding etc. smarter
5,What do you expect to learn from this course and what would you like to be able to do afterward with what you've learned?,"tidier, more reproducible, and more efficient data management and processing with R"
5,Please describe the problems you've had.,"Couldn't download the mmash dataset from the physio-website (I tried several times). Download was too slow, so it timed out after 60 secs. The alternative link provided for when physio website was slow did not work for me"
5,Please describe the problems you've had.,I could not install r3
5,Please describe the problems you've had.,I got error with the following: pak::pak(rostools/r3); r3::install_packages_intermediate(); r3::create_qmd_doc()
5,Please describe the problems you've had.,I had to restart R to make the r3::check_setup() to work
5,Please describe the problems you've had.,"I know my r3::check_project_setup() doesn't look exactly as it should because even though I deleted the files I was meant to, somehow they were put into another folder named multilevel-monitoring-of-activity-and-sleep-in-healthy-people-1.0.0. At that point though I didn't have time to do the whole thing again, and figured that at least all the files were contained in one spot and I could perhaps easily delete that later."
5,Please describe the problems you've had.,"When running pak::pak(rostools/r3) it mostly seems to work until I get an error: ! error in pak subprocessCaused by error in `process_initialize(self, private, command, args, stdin, stdout, …`:! Native call to `processx_exec` failedType .Last.error to see the more details."
5,Please describe the problems you've had.,"i got an error message when i tried to install pak::pak(rostools/r3), but it doesnt work because i havent generated personal account token in Github before that. after i generated the personal token, link it with my GIt (googled a bit how to do it because i dont remember), restarted the R, then did it again, it worked. perhaps these steps can be made clearer in the pre-course task."
5,"In your opinion, what could be improved?",A little bit hard to get an overview in the sections. But then again I did not take the beginner course and therefore were a little behind in the way of doing things.
5,"In your opinion, what could be improved?",All in one document so you do not have to jump from one to another and back again
5,"In your opinion, what could be improved?","As I have the LearnR3 project on my desktop from the first course, I couldn't just follow the pre-course tasks to setup the project folder. Maybe you could add, that if one had already participated in the introduction, they could either open that project and then download data for intermediate, or they should rename the project directory to something else."
5,"In your opinion, what could be improved?",I do not have any suggestions
5,"In your opinion, what could be improved?",I do not know.
5,"In your opinion, what could be improved?",I don't have any improvement suggestions
5,"In your opinion, what could be improved?",I found it a bit confusing with the references to previos course material although I get that it makes sense not to repeat it.
5,"In your opinion, what could be improved?",I have no opinion yet.
5,"In your opinion, what could be improved?","I lost the overview. I was not sure if i was doing it right through out the tasks. more clear, more simple."
5,"In your opinion, what could be improved?","I sometimes got a little confused on how much should be read from the introductory course, but this was minor things. The red dots when running some of the functions also confused me at the beginning"
5,"In your opinion, what could be improved?","It is a lot of jumping back and forth betweens different tabs and it is a little easy to lose sight of where you've come to. If there is any way to improve that, that would be really great."
5,"In your opinion, what could be improved?",It's a lot of material and I currently have 7 tabs open that relates to the precourse work. It's a bit overwhelming
5,"In your opinion, what could be improved?",Maybe some excercises we can do before the course on storing data and working with zip-files. I am not familiar with the way we have done this in the pre cpurse material so would be fun to be able to do a small excercise after we have followed your instuctions and downloaded the data for the course.
5,"In your opinion, what could be improved?","Maybe some trouble shooting, if something goes wrong? And there is a small mistake download data section. In the last part of this section you show how our mmash.R script should look, but you have forgotten to comment out the # download.file(mmash_link, destfile = here(data-raw/mmash-data.zip))"
5,"In your opinion, what could be improved?",NA
5,"In your opinion, what could be improved?",NA
5,"In your opinion, what could be improved?",No comments here :-)
5,"In your opinion, what could be improved?","No complaints. I guess it would be easier, for me, if Luke came to my computer and installed the packages for me, but I will manage for now."
5,"In your opinion, what could be improved?",Nothing
5,"In your opinion, what could be improved?",Nothing
5,"In your opinion, what could be improved?",Nothing
5,"In your opinion, what could be improved?",Nothing I can think of.
5,"In your opinion, what could be improved?",Nothing to comment on
5,"In your opinion, what could be improved?","Nothing, it was really good."
5,"In your opinion, what could be improved?","Nothing, very nice website."
5,"In your opinion, what could be improved?",Nothing:)
5,"In your opinion, what could be improved?",Se above.
5,"In your opinion, what could be improved?","The only thing I noticed was that the reference to a reading section from the introductory course, did not always match in terms of section number (ex. reference to section 7.1 was actually section 5.1). Hope this makes sense. :)"
5,"In your opinion, what could be improved?","its a bit messy, when you click on a link, you get to a new website, and need to go back, to continue. It would be better if a new one opened instead."
5,"In your opinion, what could be improved?",the link to https://r-cubed-intermediate.rostools.org/preamble/#licensing doesnt work
5,"In your opinion, what worked well?","All of it, it was easy to follow and gave source for further reading if interested."
5,"In your opinion, what worked well?","As I already participated in the introduction course, I used what I had learned to make minor alterations to the code in the setup of the project. This is to separate the introduction and intermediate course, and also practice what I have worked with before. This explains my project setup, as I called the project IntermediateR3 instead of LearnR3. With the intro-knowledge I could already follow the structure of setting up the project and connection to Git/GitHub."
5,"In your opinion, what worked well?",Everything worked well for me
5,"In your opinion, what worked well?",Great that you had an pre-course were you actually had to hand in a task or product. Great idea in order to 'start on the same page' so to speak.
5,"In your opinion, what worked well?",I like how the pre-course tasks material is structured.
5,"In your opinion, what worked well?","I like that it is structured, and the how to read the code is very helpful to understand what exactly are we commanding"
5,"In your opinion, what worked well?","I really think it works well the overall structure, as we get an introduction to the code, then the actual code and the expected output"
5,"In your opinion, what worked well?","I think it all worked well, I'm especially fond of the fact that there's really nothing left to confusion, as is so often the case in other courses where you're left to figure out for yourself."
5,"In your opinion, what worked well?",I wasn't able to install the necessary package. May be a problem on my end. Will try to troubleshoot before the course
5,"In your opinion, what worked well?",In general the structure and information regarding the precourse assignments.
5,"In your opinion, what worked well?",It was a really nice tutorial. It all worked and I learned something along the tutorial.
5,"In your opinion, what worked well?",It was well structured and informative
5,"In your opinion, what worked well?","It worked really well. I got a little lost in the Git setup and did way to many tasks compared to what was asked, but that might be me not reading the directions properly."
5,"In your opinion, what worked well?",Nice to be sure all is installed and downloaded before. Nice information load.
5,"In your opinion, what worked well?","No complaints, easy to read and follow along."
5,"In your opinion, what worked well?",Task where you have to do the tings you just read about. I like that you show examples of everything - in this way you are sure that you did it right.
5,"In your opinion, what worked well?",The codes
5,"In your opinion, what worked well?","The descriptions are nice and thorough, ensuring that everyone can follow along, regardless of their level of skill going in"
5,"In your opinion, what worked well?",The detailed descriptions.
5,"In your opinion, what worked well?",The guided code
5,"In your opinion, what worked well?",The material is very detailed and prepares you for the course as well as you find out what you need to read up on before hand
5,"In your opinion, what worked well?","The step-by-step and elaborate description for each pre-course tasks (including it should now look like this, et cetera) is great for a beginner like me to ensure everything is right :)"
5,"In your opinion, what worked well?",The survey is a good way to make sure that we did it
5,"In your opinion, what worked well?",The tasks are super fine. It was for me very confusing that the preparation/website for the beginner course was visually such a like. I havent done that course and had to jump back and forth between the two sites during preparation but I find I hard to figure out which one of them I was during (hope it make sense)
5,"In your opinion, what worked well?",The website guide is super well thought out and easy to navigate in. Good w the pre-course tasks so setup does not take time out of the course (+ the tasks gives you an idea of the course/programs you will use)
5,"In your opinion, what worked well?",Very clear and nice to be able to read up on everything.
5,"In your opinion, what worked well?",Very detailed and understandable description of the task
5,"In your opinion, what worked well?",Very nice to be able to copy the code directly.. it would have taken huge amounts of time to write the code myself at the stage I am at right now and that would just be frustrating and demoralizing. I loved the step-wise guide to what was needed to be done and where the ressources were.
5,"In your opinion, what worked well?",good to make sure that everyone is on the same level. have the right installations. nice that it wasn't hardcore statistic tasks
5,"In your opinion, what worked well?",the syllabus and most of the links work well
6,What do you expect to learn from this course and what would you like to be able to do afterward with what you've learned?,Become faster at writing functions and learn some shortcuts for my scripts
6,What do you expect to learn from this course and what would you like to be able to do afterward with what you've learned?,Deeper knowledge about R and how to use GIT
6,What do you expect to learn from this course and what would you like to be able to do afterward with what you've learned?,How to organise and analyse data in R
6,What do you expect to learn from this course and what would you like to be able to do afterward with what you've learned?,I am planning to learn and apply R for my research which I never had to do it before.
6,What do you expect to learn from this course and what would you like to be able to do afterward with what you've learned?,I want to further develop my skills in R and get a better understanding of version control and how to better process my data. Afterwards I want to feel more comfortable working in R.
6,What do you expect to learn from this course and what would you like to be able to do afterward with what you've learned?,"I want to learn to be more reproducible, store the data in a core folder and then use R to manipulate and arrange it further. I do a lot of data wrangling in my day to day and I'd like to be more efficient and faster."
6,What do you expect to learn from this course and what would you like to be able to do afterward with what you've learned?,"I will like to improve my performence when coding in R, be agile and understand better what I code."
6,What do you expect to learn from this course and what would you like to be able to do afterward with what you've learned?,"I would like to be more efficient in storing (e.g., save an environment to GitHub) and writing my data analysis (e.g., use of functions)"
6,What do you expect to learn from this course and what would you like to be able to do afterward with what you've learned?,"Improve my data science and analysis skills, and learn to do it in a reproducible way."
6,What do you expect to learn from this course and what would you like to be able to do afterward with what you've learned?,"Learn how to produce more reproducible code, learn how to make my own functions, learn more about the purrr package, useful tools for tidying up datasets"
6,What do you expect to learn from this course and what would you like to be able to do afterward with what you've learned?,Managing and analyzing data using R
6,What do you expect to learn from this course and what would you like to be able to do afterward with what you've learned?,"Workflow management and data manipulation in R. Presently, I do most of my data analysis in Python, and then do plotting in R. I would like to minimize the amount of back-and-forth, and do more of my work in R."
6,What do you expect to learn from this course and what would you like to be able to do afterward with what you've learned?,Workflow strategies for data analysis
6,What do you expect to learn from this course and what would you like to be able to do afterward with what you've learned?,"better, more structured ways of working, I would like to be able to have a more reproducible way of coding in general"
6,What do you expect to learn from this course and what would you like to be able to do afterward with what you've learned?,make reproducible code
6,Please describe the problems you've had.,"I had some problems, still have on this r3::install_packages_intermediate()"
6,Please describe the problems you've had.,"When installing R packages, the pak::pak(rostools/r3) command gave me an error, but running remotes::install_github(rostools/r3) instead helped."
6,"In your opinion, what could be improved?",-
6,"In your opinion, what could be improved?",All good
6,"In your opinion, what could be improved?","I already have an R version and RStudio from the beginner course. However, it is not clear how to update it. Should I uninstall RStudio and R and then install them again? Do I risk to loose some of my work?"
6,"In your opinion, what could be improved?","I am not sure, sometimes it is faster do it all in class."
6,"In your opinion, what could be improved?","I honestly don't know, for me the whole process took 30 minutes, cannot ask for anything better!"
6,"In your opinion, what could be improved?",I wouldn't know.
6,"In your opinion, what could be improved?","In both the R courses I have had issues with getting the git symbol in RStudio. After a lot of struggle of trying all instructions I managed, but I dont know why so I did not learn so much more about it! I dont know if this can be clearer!"
6,"In your opinion, what could be improved?",Instructions to install Git
6,"In your opinion, what could be improved?",No suggestions.
6,"In your opinion, what could be improved?",Nothing
6,"In your opinion, what could be improved?",Nothing that I can relate
6,"In your opinion, what could be improved?","Right now, I am super happy with them."
6,"In your opinion, what could be improved?","While we did set up Git, it was unclear to me whether I was supposed to actually create a repository at this stage. I assume that I didn't, and the repository creation will come later."
6,"In your opinion, what could be improved?","a tip to run update.packages(ask = FALSE) and install.packages(rlang) just after starting up Rstudio. I had to do this to get everything running without errors, even though I hade the latest version of Rstudio."
6,"In your opinion, what could be improved?","not much, all looks quite explained"
6,"In your opinion, what worked well?",All worked well
6,"In your opinion, what worked well?",Clear instructions.
6,"In your opinion, what worked well?",Clear tasks and instructions
6,"In your opinion, what worked well?","Everything is explained in detail, i think it works"
6,"In your opinion, what worked well?",Everything went so smooth
6,"In your opinion, what worked well?",I have to say that takes time and is a bit more complicated than I though
6,"In your opinion, what worked well?",I think the instructions are clear and when I encountered problems there were links where I could read about suggestion of how to solve problems if they appear
6,"In your opinion, what worked well?",I was able to install everything well. I even had problems with the installation of the  r3 package but I was able to use the alternative method with remotes.
6,"In your opinion, what worked well?",Installing R
6,"In your opinion, what worked well?",It is easy to follow and to understand what is requested
6,"In your opinion, what worked well?",Nice to have everything step by step!
6,"In your opinion, what worked well?",The procedure was very clearly laid out for what needed to be done in the pre-course preparation tasks.
6,"In your opinion, what worked well?","Truly I am very happy with the course materials. If (as a very beginner) I understand and can apply whatever you ask for/guide, anybody can."
6,"In your opinion, what worked well?",Very clear instructions and step were well explained
6,"In your opinion, what worked well?",no problems
